ID,sex,DOB,age97,compcoll_age25,race,father_educ_years,mother_educ_years,parinc,intact,sibsz,region_age17,urban_rural_age17,asvab_mv_pct,grades8th,hsprog,gpa,peers_aspiration_college,delinq,tchgood,schsafe,marstat_age17,res_children_age17,weeks_Unemployed,weeks_Out of labor force,weeks_Employed,weeks_Not working (unclear if unemployed or NILF),weeks_Active military,prop_Unemployed,prop_Out of labor force,prop_Employed,prop_Not working (unclear if unemployed or NILF),prop_Active military
2188,M,1980-04-01,16.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,13000.0,0.0,3.0,Northeast,Urban,60.0,3.5,0.0,2.5,About half (50%),3.0,1.0,1.0,Never married,0.0,33.0,134.0,407.0,0.0,394.0,0.0340909090909091,0.138429752066116,0.420454545454545,0.0,0.40702479338843
2189,M,1981-05-01,15.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,20000.0,0.5473086482696332,4.212537878827893,Northeast,Urban,49.275,4.0,0.0,4.0,About 75%,0.0,1.0,1.0,Never married,0.0,0.0,0.0,910.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2190,M,1984-01-01,12.0,1.0,Non-Black / Non-Hispanic,17.4564726891376,17.052304078775187,204251.0,0.0,1.0,Northeast,Rural,85.36,4.0,0.0,4.0,Almost all (>90%),0.0,1.0,1.0,Never married,0.0,0.0,300.0,505.0,0.0,0.0,0.0,0.372670807453416,0.627329192546584,0.0,0.0
2191,F,1982-10-01,14.0,1.0,Non-Black / Non-Hispanic,20.0,14.0,93450.0,0.0,2.0,Northeast,Rural,90.918,3.5,1.0,4.0,About 75%,1.0,1.0,1.0,Never married,0.0,0.0,306.0,533.0,0.0,0.0,0.0,0.364719904648391,0.635280095351609,0.0,0.0
2192,F,1983-06-01,13.0,0.0,Non-Black / Non-Hispanic,16.0,14.0,80000.0,1.0,3.0,Northeast,Rural,63.793295196396734,2.5,1.0,4.0,Almost all (>90%),0.0,1.0,1.0,Never married,0.0,17.0,0.0,794.0,0.0,0.0,0.0209617755856967,0.0,0.979038224414303,0.0,0.0
2193,M,1981-08-01,15.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,19550.0,1.0,4.0,Northeast,Rural,5.429,2.0,0.0,2.5,About 75%,1.0,1.0,1.0,Never married,0.0,0.0,10.0,811.0,0.0,0.0,0.0,0.0121802679658952,0.987819732034105,0.0,0.0
2194,F,1983-07-01,13.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,51000.0,1.0,2.0,Northeast,Rural,4.638,2.5,0.0,2.5,About 75%,0.0,1.0,1.0,Never married,0.0,33.0,0.0,766.0,0.0,0.0,0.0413016270337922,0.0,0.958698372966208,0.0,0.0
2195,F,1984-01-01,12.0,0.0,Non-Black / Non-Hispanic,16.0,14.0,101666.666666667,1.0,3.0,South,Unknown,71.158,3.5,0.0,3.5,About 75%,0.0,1.0,1.0,Never married,0.0,20.0,4.0,34.0,0.0,0.0,0.344827586206897,0.0689655172413793,0.586206896551724,0.0,0.0
2197,M,1982-05-01,14.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,46440.65391120686,0.5513278407169304,3.669059358588287,Northeast,Rural,25.838,2.5,0.0,2.5,About 25%,1.0,0.0,1.0,Never married,0.0,0.0,0.0,395.0,0.0,303.0,0.0,0.0,0.565902578796562,0.0,0.434097421203438
2198,F,1980-11-01,16.0,1.0,Non-Black / Non-Hispanic,13.0,12.0,41083.3333333333,1.0,3.0,Northeast,Rural,22.337,3.5,1.0,3.0,About 75%,1.0,1.0,1.0,Never married,0.0,3.0,43.0,795.0,0.0,0.0,0.0035671819262782,0.0511296076099881,0.945303210463734,0.0,0.0
2200,M,1984-12-01,12.0,1.0,Hispanic,20.0,18.0,124487.0,1.0,6.0,Northeast,Rural,96.27,4.0,0.0,3.5,Almost all (>90%),0.0,1.0,1.0,Never married,0.0,38.0,36.0,465.0,0.0,0.0,0.0705009276437848,0.0667903525046382,0.862708719851577,0.0,0.0
2201,F,1981-11-01,15.0,0.0,Non-Black / Non-Hispanic,20.0,16.0,270543.0,1.0,3.0,Northeast,Rural,40.239,3.5,1.0,3.5,About half (50%),0.0,1.0,1.0,Never married,0.0,0.0,350.0,353.0,0.0,0.0,0.0,0.497866287339972,0.502133712660028,0.0,0.0
2202,F,1981-07-01,15.0,1.0,Non-Black / Non-Hispanic,16.0,16.0,140000.0,1.0,3.0,Northeast,Rural,73.32504176123314,3.5,0.0,3.5,About 75%,0.0,1.0,1.0,Never married,0.0,0.0,59.0,839.0,0.0,0.0,0.0,0.0657015590200445,0.934298440979955,0.0,0.0
2203,F,1983-05-01,13.0,1.0,Non-Black / Non-Hispanic,18.0,12.0,186396.666666667,1.0,6.0,Northeast,Rural,76.66390276696077,3.5,1.0,3.5,Almost all (>90%),1.0,1.0,1.0,Never married,0.0,31.121470927013988,106.40529343559359,586.5583782249107,3.559070859294181,11.98877984920074,0.046824444008917276,0.14665997478837312,0.7834613494764755,0.005089205234038996,0.01796502649403564
2204,F,1981-02-01,15.0,1.0,Non-Black / Non-Hispanic,15.0,16.0,226740.5,1.0,3.0,Northeast,Urban,83.367,4.0,1.0,4.0,About 75%,0.0,1.0,1.0,Never married,0.0,0.0,51.0,878.0,0.0,0.0,0.0,0.0548977395048439,0.945102260495156,0.0,0.0
2205,M,1981-02-01,15.0,1.0,Non-Black / Non-Hispanic,20.0,18.0,159225.0,1.0,1.0,Northeast,Urban,99.249,4.0,0.0,3.5,About 75%,0.0,1.0,1.0,Never married,0.0,17.0,98.0,804.0,0.0,0.0,0.0184983677910773,0.106637649619151,0.874863982589771,0.0,0.0
2206,M,1983-08-01,13.0,1.0,Non-Black / Non-Hispanic,20.0,18.0,229220.0,1.0,1.0,Northeast,Urban,89.762,4.0,0.0,3.5,Almost all (>90%),0.0,1.0,1.0,Never married,0.0,36.0,87.0,667.0,0.0,0.0,0.0455696202531646,0.110126582278481,0.844303797468354,0.0,0.0
2207,M,1981-04-01,15.0,0.0,Non-Black / Non-Hispanic,12.0,13.0,59500.0,1.0,2.0,Northeast,Urban,56.853,4.0,0.0,2.5,Almost all (>90%),4.0,1.0,1.0,Never married,0.0,0.0,0.0,916.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2208,M,1980-08-01,16.0,1.0,Non-Black / Non-Hispanic,16.0,16.0,63750.0,1.0,2.0,Northeast,Urban,96.961,4.0,1.0,4.0,About 75%,0.0,1.0,1.0,Never married,0.0,5.0,23.0,923.0,0.0,0.0,0.0052576235541535,0.0241850683491062,0.97055730809674,0.0,0.0
2209,M,1982-03-01,14.0,1.0,Non-Black / Non-Hispanic,16.0,16.0,72121.3333333333,1.0,2.0,Northeast,Urban,82.015,3.5,0.0,3.5,Almost all (>90%),1.0,1.0,1.0,Never married,0.0,1.0,2.0,861.0,0.0,0.0,0.0011574074074074,0.0023148148148148,0.996527777777778,0.0,0.0
2210,M,1980-12-01,16.0,0.0,Non-Black / Non-Hispanic,18.0,17.0,85250.0,0.0,1.0,Northeast,Urban,94.085,2.5,0.0,2.0,Almost all (>90%),3.0,1.0,1.0,Never married,0.0,30.0,327.0,465.0,93.0,0.0,0.0327868852459016,0.357377049180328,0.508196721311475,0.101639344262295,0.0
2211,M,1984-04-01,12.0,0.0,Non-Black / Non-Hispanic,18.0,17.0,10075.0,0.0,1.0,Northeast,Urban,82.887,2.5,0.0,2.5,Almost all (>90%),0.0,1.0,1.0,Never married,0.0,47.0,1.0,679.0,0.0,0.0,0.0646492434662999,0.0013755158184319,0.933975240715268,0.0,0.0
2212,M,1982-08-01,14.0,0.0,Non-Black / Non-Hispanic,13.982284426694292,14.0,57400.0,0.0,1.0,Northeast,Urban,77.782,3.5,0.0,2.5,About 25%,0.0,1.0,1.0,Never married,0.0,27.0,4.0,298.0,0.0,0.0,0.0820668693009119,0.0121580547112462,0.905775075987842,0.0,0.0
2213,M,1983-04-01,13.0,1.0,Non-Black / Non-Hispanic,13.217258640611998,12.0,52525.0,0.0,5.0,Northeast,Urban,83.36,3.5,1.0,4.0,About half (50%),0.0,1.0,1.0,Never married,0.0,17.0,2.0,793.0,0.0,0.0,0.020935960591133,0.0024630541871921,0.976600985221675,0.0,0.0
2214,M,1980-12-01,16.0,0.0,Non-Black / Non-Hispanic,14.0,12.0,120000.0,0.6725256900596333,3.419079967281987,Northeast,Urban,43.857,2.5,0.0,2.0,About half (50%),3.0,1.0,1.0,Never married,0.0,10.0,1.0,920.0,0.0,0.0,0.0107411385606874,0.0010741138560687,0.988184747583244,0.0,0.0
2215,M,1984-05-01,12.0,1.0,Non-Black / Non-Hispanic,14.0,12.0,143000.0,0.8467295673897923,3.065097611206326,Non-interview,Non-interview,89.965,3.5,1.0,2.5,About half (50%),5.0,1.0,1.0,Never married,0.0,0.0,0.0,790.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2217,F,1980-05-01,16.0,0.0,Non-Black / Non-Hispanic,10.9874861819457,11.0,77225.0,0.0,11.0,Northeast,Urban,16.783,1.0,0.0,1.0,About 25%,2.0,1.0,0.0,Never married,1.0,15.0,533.0,405.0,6.0,0.0,0.0156412930135558,0.555787278415016,0.422314911366006,0.0062565172054223,0.0
2218,M,1982-12-01,14.0,0.0,Non-Black / Non-Hispanic,18.0,18.0,95750.0,1.0,2.0,Non-interview,Non-interview,21.847,2.0,0.0,2.5,About 75%,3.0,1.0,1.0,Never married,0.0,30.0,15.0,786.0,0.0,0.0,0.036101083032491,0.0180505415162455,0.945848375451264,0.0,0.0
2219,F,1980-08-01,16.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,43500.0,1.0,3.0,Northeast,Urban,45.144303269376,3.5,0.0,2.5,About half (50%),0.0,1.0,1.0,Never married,0.0,0.0,883.0,64.0,0.0,0.0,0.0,0.932418162618796,0.0675818373812038,0.0,0.0
2220,M,1984-08-01,12.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,43500.0,1.0,3.0,Northeast,Urban,44.22310848547084,2.5,0.0,2.5,Almost all (>90%),0.0,1.0,1.0,Never married,0.0,6.0,4.0,625.0,103.0,0.0,0.008130081300813,0.005420054200542,0.846883468834688,0.139566395663957,0.0
2223,F,1981-12-01,15.0,0.0,Non-Black / Non-Hispanic,16.0,15.0,61266.6666666667,1.0,3.0,Northeast,Urban,61.62965512975767,3.5,0.0,3.0,About 75%,1.0,1.0,0.0,Never married,0.0,0.0,3.0,362.0,0.0,0.0,0.0,0.0082191780821917,0.991780821917808,0.0,0.0
2224,M,1983-07-01,13.0,0.0,Non-Black / Non-Hispanic,16.0,15.0,50000.0,1.0,3.0,Northeast,Urban,55.395993385443056,2.5,0.0,2.5238748982493986,About half (50%),4.0,0.0,1.0,Never married,0.0,0.0,41.0,579.0,0.0,0.0,0.0,0.0661290322580645,0.933870967741935,0.0,0.0
2225,M,1983-08-01,13.0,0.0,Non-Black / Non-Hispanic,10.0,12.0,24280.0,1.0,3.0,Northeast,Urban,57.518,1.0,0.0,2.0,About 75%,1.0,0.0,1.0,Never married,0.0,4.0,5.0,158.0,0.0,0.0,0.0239520958083832,0.029940119760479,0.946107784431138,0.0,0.0
2226,M,1983-05-01,13.0,0.0,Non-Black / Non-Hispanic,12.0,14.0,110366.666666667,1.0,1.0,Northeast,Rural,86.721,3.0,1.0,2.0,About half (50%),3.0,1.0,1.0,Never married,0.0,250.0,255.0,299.0,0.0,0.0,0.310945273631841,0.317164179104478,0.371890547263682,0.0,0.0
2227,M,1984-10-01,12.0,0.0,Non-Black / Non-Hispanic,12.0,10.0,17950.0,1.0,3.0,Northeast,Rural,2.155,2.0,0.0,1.5,Almost none (<10%),1.0,1.0,1.0,Never married,0.0,168.0,131.0,433.0,0.0,0.0,0.229508196721311,0.17896174863388,0.591530054644809,0.0,0.0
2228,M,1984-05-01,12.0,0.0,Non-Black / Non-Hispanic,12.0,14.0,31600.0,0.0,3.0,Northeast,Urban,47.90574574108091,2.5,0.0,2.5,About half (50%),0.0,1.0,1.0,Never married,0.0,20.0,17.0,718.0,0.0,0.0,0.0264900662251656,0.0225165562913907,0.950993377483444,0.0,0.0
2229,M,1983-06-01,13.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,67600.0,0.0,2.0,South,Rural,18.368,2.5,0.0,2.0,Almost all (>90%),2.0,1.0,1.0,Never married,0.0,56.0,33.0,722.0,0.0,0.0,0.0690505548705302,0.0406905055487053,0.890258939580765,0.0,0.0
2230,M,1983-06-01,13.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,31450.0,0.0,2.0,Northeast,Urban,27.805,2.5,0.0,1.5,Almost all (>90%),0.0,1.0,1.0,Never married,0.0,0.0,5.0,807.0,0.0,0.0,0.0,0.0061576354679803,0.99384236453202,0.0,0.0
2231,F,1983-05-01,13.0,1.0,Hispanic,12.0,12.0,75853.3333333333,1.0,4.0,Northeast,Urban,59.70131912950425,3.5,1.0,2.5,About 75%,1.0,1.0,1.0,Never married,0.0,10.0,17.0,781.0,0.0,0.0,0.0123762376237624,0.021039603960396,0.966584158415842,0.0,0.0
2232,F,1981-05-01,15.0,0.0,Non-Black / Non-Hispanic,8.0,12.0,123360.0,0.0,3.0,Northeast,Urban,70.936,3.0,1.0,2.5,About 75%,5.0,1.0,1.0,Never married,0.0,12.0,60.0,871.0,0.0,0.0,0.0127253446447508,0.063626723223754,0.923647932131495,0.0,0.0
2233,M,1984-09-01,12.0,0.0,Non-Black / Non-Hispanic,20.0,16.0,81852.16349634324,0.0,5.0,Northeast,Urban,65.383,3.0,1.0,3.0,Almost all (>90%),0.0,1.0,1.0,Never married,0.0,110.0,0.0,540.0,0.0,0.0,0.169230769230769,0.0,0.830769230769231,0.0,0.0
2235,M,1984-01-01,12.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,25349.0,0.0,1.0,Northeast,Urban,44.917,3.0,0.0,3.5,About 25%,0.0,1.0,1.0,Never married,0.0,0.0,68.0,513.0,0.0,0.0,0.0,0.117039586919105,0.882960413080895,0.0,0.0
2236,F,1981-01-01,15.0,1.0,Non-Black / Non-Hispanic,16.0,16.0,75416.6666666667,1.0,4.0,Northeast,Urban,88.29,3.0,1.0,3.5,About 75%,0.0,1.0,1.0,Never married,0.0,0.0,45.0,886.0,0.0,0.0,0.0,0.0483351235230935,0.951664876476907,0.0,0.0
2237,M,1983-03-01,13.0,1.0,Non-Black / Non-Hispanic,20.0,16.0,54568.0,1.0,3.0,Northeast,Urban,53.072,2.0,1.0,2.0,About half (50%),0.0,1.0,1.0,Never married,0.0,0.0,0.0,840.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2239,F,1981-01-01,15.0,0.0,Non-Black / Non-Hispanic,4.0,3.0,6527.155589179849,0.4831381600976187,6.476766370003872,Northeast,Urban,9.221,3.0,0.0,3.0,Almost all (>90%),0.0,1.0,1.0,Never married,0.0,37.463561757629165,130.81604330099648,664.0603571608132,4.065225933082658,11.564513967202913,0.04682444403553798,0.14665997477287918,0.7834613494658345,0.0050892052882483,0.017965026435009968
2241,M,1983-04-01,13.0,0.0,Non-Black / Non-Hispanic,4.0,3.0,10031.90255062034,0.5609499016080713,6.5315323844233095,Northeast,Urban,26.028,3.5,0.0,3.5,Almost all (>90%),0.0,1.0,1.0,Never married,0.0,30.565404387490617,107.57521359568844,570.2648488466242,3.2540254497331205,11.437506145605568,0.046824444036754787,0.14665997473987236,0.7834613494817391,0.005089205276982756,0.017965026465554645
2245,F,1984-03-01,12.0,1.0,Non-Black / Non-Hispanic,12.0,12.0,62125.0,1.0,2.0,Northeast,Rural,63.711689855397516,3.5,0.0,3.5,About 75%,0.0,1.0,1.0,Never married,0.0,0.0,0.0,761.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2246,M,1981-08-01,15.0,1.0,Non-Black / Non-Hispanic,12.0,13.0,58133.3333333333,1.0,4.0,Northeast,Rural,72.37641407289328,3.5,1.0,3.0,Almost all (>90%),2.0,1.0,1.0,Never married,0.0,0.0,0.0,823.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2247,F,1982-03-01,14.0,0.0,Hispanic,14.0,12.0,123000.0,1.0,1.0,Northeast,Rural,53.682,3.5,0.0,3.5,About 75%,1.0,1.0,1.0,Never married,0.0,11.0,43.0,811.0,0.0,0.0,0.0127167630057803,0.0497109826589595,0.93757225433526,0.0,0.0
2248,F,1984-12-01,12.0,1.0,Non-Black / Non-Hispanic,14.0,14.0,61750.0,1.0,1.0,Northeast,Rural,63.10821215175664,2.5,1.0,3.0,About 75%,0.0,1.0,1.0,Never married,0.0,1.0,327.0,436.0,0.0,0.0,0.0013089005235602,0.428010471204189,0.570680628272251,0.0,0.0
2249,F,1980-03-01,16.0,0.0,Non-Black / Non-Hispanic,14.0,12.0,59550.0,1.0,3.0,Northeast,Urban,49.666,3.0,1.0,3.5,Almost all (>90%),1.0,1.0,1.0,Never married,0.0,0.0,0.0,782.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2250,M,1981-10-01,15.0,1.0,Non-Black / Non-Hispanic,12.0,12.0,40484.5,0.0,9.0,Northeast,Urban,90.18,2.5,1.0,2.0,About 75%,2.0,1.0,1.0,Never married,0.0,0.0,0.0,891.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2251,M,1984-03-01,12.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,35234.5,0.0,9.0,Northeast,Urban,62.72,2.0,0.0,2.0,About 75%,6.0,0.0,1.0,Never married,0.0,28.0,226.0,373.0,0.0,0.0,0.0446570972886762,0.360446570972887,0.594896331738437,0.0,0.0
2252,M,1981-02-01,15.0,1.0,Non-Black / Non-Hispanic,14.661130362247416,13.0,119947.666666667,0.0,5.0,Northeast,Urban,100.0,4.0,1.0,3.5,Almost all (>90%),2.0,1.0,1.0,Never married,0.0,0.0,1.0,922.0,0.0,0.0,0.0,0.0010834236186348,0.998916576381365,0.0,0.0
2253,M,1982-06-01,14.0,1.0,Non-Black / Non-Hispanic,13.740055601888397,13.0,26550.0,0.0,5.0,Northeast,Urban,96.78,4.0,1.0,4.0,About 75%,0.0,1.0,1.0,Never married,0.0,12.0,45.0,806.0,0.0,0.0,0.0139049826187717,0.052143684820394,0.933951332560834,0.0,0.0
2254,M,1981-01-01,15.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,62700.0,1.0,3.0,Northeast,Urban,40.491,2.5,0.0,2.5,About 25%,8.0,1.0,1.0,Never married,0.0,35.0,12.0,907.0,0.0,0.0,0.0366876310272537,0.0125786163522013,0.950733752620545,0.0,0.0
2255,M,1981-01-01,15.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,55000.0,0.0,6.0,Northeast,Urban,40.85,3.0,0.0,2.5,About half (50%),0.0,1.0,1.0,Never married,0.0,0.0,2.0,925.0,0.0,0.0,0.0,0.0021574973031283,0.997842502696872,0.0,0.0
2256,M,1983-08-01,13.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,33933.3333333333,0.0,6.0,Northeast,Urban,38.672,3.0,0.0,3.0,About half (50%),2.0,1.0,1.0,Never married,0.0,113.0,37.0,444.0,0.0,0.0,0.19023569023569,0.0622895622895623,0.747474747474748,0.0,0.0
2257,M,1980-06-01,16.0,0.0,Non-Black / Non-Hispanic,18.0,15.0,91365.32879525903,1.0,2.0,Northeast,Urban,68.92,2.5,0.0,2.5,About 75%,6.0,0.0,1.0,Never married,0.0,58.0,302.0,598.0,0.0,0.0,0.0605427974947808,0.315240083507307,0.624217118997912,0.0,0.0
2258,F,1984-09-01,12.0,1.0,Non-Black / Non-Hispanic,18.0,15.0,95806.0865270911,1.0,2.0,Non-interview,Non-interview,90.594,3.696474880650693,0.7099827521622878,3.5,Almost all (>90%),0.0,1.0,1.0,Never married,0.0,59.0,285.0,406.0,0.0,0.0,0.0786666666666667,0.38,0.541333333333333,0.0,0.0
2260,F,1984-12-01,12.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,55000.0,0.0,2.0,Non-interview,Non-interview,37.13164516286094,2.580971387346569,0.20668716736236004,2.5,Almost all (>90%),0.0,1.0,1.0,Never married,0.0,251.0,129.0,340.0,0.0,0.0,0.348611111111111,0.179166666666667,0.472222222222222,0.0,0.0
2261,M,1980-03-01,16.0,0.0,Non-Black / Non-Hispanic,11.0,13.0,68300.0,0.0,0.0,Northeast,Urban,36.48,2.0,0.0,2.0,About half (50%),6.0,1.0,1.0,Never married,0.0,11.0,1.0,934.0,0.0,32.0,0.0112474437627812,0.0010224948875255,0.955010224948875,0.0,0.032719836400818
2262,M,1983-08-01,13.0,0.0,Non-Black / Non-Hispanic,11.0,13.0,76701.0,0.0,0.0,Northeast,Rural,41.081,1.5,0.0,2.5,About half (50%),7.0,1.0,1.0,Never married,0.0,61.0,0.0,562.0,14.0,59.0,0.0876436781609195,0.0,0.807471264367816,0.0201149425287356,0.0847701149425287
2263,F,1982-03-01,14.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,63134.5,0.0,3.0,Northeast,Urban,19.945,2.5,0.0,2.5,About 75%,0.0,1.0,1.0,Never married,0.0,58.0,52.0,756.0,0.0,0.0,0.0669745958429561,0.0600461893764434,0.8729792147806,0.0,0.0
2264,M,1983-11-01,13.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,23750.0,1.0,3.0,Northeast,Urban,6.63,0.0,0.0,2.0,About 75%,0.0,1.0,0.0,Never married,0.0,272.0,116.0,273.0,0.0,0.0,0.411497730711044,0.175491679273828,0.413010590015129,0.0,0.0
2265,F,1982-01-01,14.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,25058.0,0.0,2.0,Northeast,Urban,17.145,2.5,0.0,2.0,About half (50%),1.0,0.0,1.0,Never married,0.0,8.0,0.0,865.0,0.0,0.0,0.0091638029782359,0.0,0.990836197021764,0.0,0.0
2266,M,1984-03-01,12.0,0.0,Non-Black / Non-Hispanic,12.0,12.0,27308.0,0.0,2.0,Northeast,Urban,80.238,4.0,1.0,3.5,About 75%,0.0,1.0,1.0,Never married,0.0,0.0,22.0,740.0,0.0,0.0,0.0,0.0288713910761155,0.971128608923885,0.0,0.0
2270,F,1981-12-01,15.0,1.0,Non-Black / Non-Hispanic,16.0,16.0,179000.0,1.0,4.0,Northeast,Urban,73.762,3.5,0.0,3.5,About 75%,4.0,1.0,1.0,Never married,0.0,0.0,37.0,851.0,0.0,0.0,0.0,0.0416666666666667,0.958333333333333,0.0,0.0
2271,F,1981-09-01,15.0,1.0,Non-Black / Non-Hispanic,16.0,12.0,68450.0,1.0,1.0,Northeast,Rural,47.904,2.5,0.0,2.0,Almost all (>90%),0.0,1.0,1.0,Never married,0.0,13.0,1.0,886.0,0.0,0.0,0.0144444444444444,0.0011111111111111,0.984444444444444,0.0,0.0
2272,M,1983-09-01,13.0,0.0,Non-Black / Non-Hispanic,16.0,16.0,23600.0,0.0,2.0,Non-interview,Non-interview,67.952,2.0,0.0,2.467394290853137,Almost all (>90%),1.0,1.0,1.0,Never married,0.0,66.0,19.0,725.0,0.0,0.0,0.0814814814814815,0.0234567901234568,0.895061728395062,0.0,0.0
2273,M,1981-12-01,15.0,0.0,Non-Black / Non-Hispanic,12.0,10.0,44258.0,0.0,2.0,Northeast,Urban,68.101,1.5,0.0,1.0,About 75%,0.0,1.0,1.0,Never married,0.0,292.0,15.0,574.0,0.0,0.0,0.33144154370034,0.0170261066969353,0.651532349602724,0.0,0.0
2274,M,1984-10-01,12.0,0.0,Hispanic,8.226202652432013,6.0,9700.0,0.0,5.0,Northeast,Urban,21.702323333687637,2.5,0.0,2.5,Almost all (>90%),0.0,1.0,1.0,Never married,0.0,107.0,1.0,630.0,0.0,0.0,0.144986449864499,0.0013550135501355,0.853658536585366,0.0,0.0
2275,M,1980-09-01,16.0,1.0,Non-Black / Non-Hispanic,12.0,9.0,53350.0,1.0,5.0,Northeast,Urban,90.598,2.5,1.0,2.0,About 75%,2.0,0.0,1.0,Never married,0.0,0.0,0.0,945.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2276,M,1983-06-01,13.0,0.0,Non-Black / Non-Hispanic,12.0,9.0,77401.6666666667,1.0,5.0,Northeast,Urban,57.66418749161364,3.5,1.0,2.5,About 75%,1.0,1.0,1.0,Never married,0.0,29.989445454137623,104.23698982531069,567.2666379197087,3.619063554008065,11.266370299286365,0.04682444402188357,0.1466599747441376,0.7834613494921365,0.00508920525613632,0.0179650264887109
2277,F,1980-12-01,16.0,0.0,Hispanic,12.0,11.581142029031817,41450.0,0.0,10.0,Northeast,Urban,38.70356869032377,3.5,0.0,3.5,Almost none (<10%),0.0,1.0,1.0,Never married,0.0,80.0,417.0,384.0,0.0,0.0,0.0908059023836549,0.473325766174801,0.435868331441544,0.0,0.0
2278,M,1982-07-01,14.0,0.0,Hispanic,6.0,12.0,16333.3333333333,0.0,10.0,Northeast,Unknown,36.978,3.0,0.0,3.0,Almost none (<10%),2.0,1.0,1.0,Never married,0.0,0.0,0.0,872.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2279,M,1983-02-01,13.0,0.0,Non-Black / Non-Hispanic,12.0,13.0,18500.0,0.0,1.0,Northeast,Urban,52.083,1.5,0.0,2.5,About half (50%),0.0,1.0,1.0,Never married,0.0,197.0,38.0,631.0,0.0,0.0,0.227482678983834,0.0438799076212471,0.728637413394919,0.0,0.0
2280,F,1984-08-01,12.0,1.0,Hispanic,18.0,16.0,7500.0,1.0,1.0,Northeast,Urban,88.298,2.5,0.0,3.0,About 25%,2.0,1.0,1.0,Never married,0.0,17.0,32.0,695.0,0.0,0.0,0.0228494623655914,0.043010752688172,0.934139784946237,0.0,0.0
2281,M,1981-02-01,15.0,1.0,Black,14.0,14.0,52272.866763169586,0.0,1.0,Northeast,Urban,42.51783505995861,2.5,0.0,3.5,About half (50%),3.0,1.0,1.0,Never married,0.0,256.0,169.0,520.0,0.0,0.0,0.270899470899471,0.178835978835979,0.55026455026455,0.0,0.0
2282,M,1984-12-01,12.0,0.0,Black,10.552653360406989,10.0,9266.66666666667,0.0,5.0,Northeast,Urban,30.247326232367975,3.5,0.0,4.0,About half (50%),2.0,1.0,0.0,Never married,0.0,335.0,133.0,303.0,0.0,0.0,0.434500648508431,0.172503242542153,0.392996108949416,0.0,0.0
2284,F,1980-12-01,16.0,0.0,Black,12.0,13.66566968267571,291681.0,0.0,6.0,Northeast,Urban,40.69896559739059,2.5,0.0,4.0,Almost all (>90%),0.0,1.0,1.0,Never married,0.0,0.0,0.0,931.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2287,F,1981-01-01,15.0,0.0,Non-Black / Non-Hispanic,16.0,14.0,80120.0,0.0,2.0,Non-interview,Non-interview,64.55135601861943,3.5,1.0,2.5,About half (50%),2.0,1.0,1.0,Never married,0.0,14.0,12.0,910.0,0.0,0.0,0.014957264957265,0.0128205128205128,0.972222222222222,0.0,0.0
2288,M,1982-07-01,14.0,0.0,Non-Black / Non-Hispanic,8.8499713466412,7.0,84705.0,0.0,6.0,Non-interview,Non-interview,18.43808603327053,2.0,0.0,2.0,About 75%,7.0,1.0,0.0,Never married,0.0,591.0,5.0,261.0,0.0,0.0,0.689614935822637,0.0058343057176196,0.304550758459743,0.0,0.0
2290,M,1983-10-01,13.0,1.0,Non-Black / Non-Hispanic,17.0,17.0,106012.0,1.0,1.0,Northeast,Urban,85.526,3.5,1.0,3.0,Almost all (>90%),1.0,1.0,0.0,Never married,0.0,12.0,150.0,624.0,0.0,0.0,0.0152671755725191,0.190839694656489,0.793893129770992,0.0,0.0
