"ID","sex","DOB","age97","compcoll_age25","race","father_educ_years","mother_educ_years","parinc","intact","sibsz","region_age17","urban_rural_age17","asvab_mv_pct","grades8th","hsprog","gpa","peers_aspiration_college","delinq","tchgood","schsafe","marstat_age17","res_children_age17","weeks_Unemployed","weeks_Out of labor force","weeks_Employed","weeks_Not working (unclear if unemployed or NILF)","weeks_Active military","prop_Unemployed","prop_Out of labor force","prop_Employed","prop_Not working (unclear if unemployed or NILF)","prop_Active military"
21,"M",1982-08-01,14,0,"Hispanic",11,13,25873.3333333333,0,5,"Northeast","Urban",3.505,3,0,2,"About 75%",3,1,1,"Never married",0,254,37,555,0,0,0.300236406619385,0.0437352245862884,0.656028368794326,0,0
22,"M",1982-06-01,14,0,"Hispanic",12,11,0,0,3,"Northeast","Urban",10.443,2.5,0,2.5,"About half (50%)",1,0,1,"Never married",0,8,53,804,0,0,0.0092485549132948,0.061271676300578,0.929479768786127,0,0
23,"F",1983-01-01,13,0,"Hispanic",10,10,15500,0,9,"Northeast","Urban",6.423,2,0,4,"About 25%",1,1,0,"Never married",0,0,1,821,0,0,0,0.00121654501216545,0.998783454987834,0,0
25,"F",1983-03-01,13,0,"Hispanic",12,12,32625,1,12,"Northeast","Urban",5.403,2.5,0,2,"Almost all (>90%)",0,1,1,"Never married",0,4,568,240,0,0,0.00492610837438424,0.699507389162562,0.295566502463054,0,0
28,"F",1983-11-01,13,1,"Black",12,12,13000,0,8,"Northeast","Urban",17.058,3.5,0,3.5,"About half (50%)",0,1,1,"Never married",0,0,0,793,0,0,0,0,1,0,0
31,"M",1982-07-01,14,1,"Non-Black / Non-Hispanic",12,12,92060,NA,NA,"Northeast","Urban",62.806,3,1,4,"About 75%",2,1,1,"Never married",0,0,7,841,0,0,0,0.00825471698113208,0.991745283018868,0,0
32,"F",1981-07-01,15,1,"Non-Black / Non-Hispanic",16,16,155000,NA,NA,"Northeast","Urban",39.949,4,1,3,"About 75%",0,1,1,"Never married",0,15,25,864,0,0,0.0165929203539823,0.0276548672566372,0.955752212389381,0,0
33,"F",1980-12-01,16,1,"Non-Black / Non-Hispanic",16,14,75250,1,1,"Northeast","Urban",96.655,4,0,4,"Almost all (>90%)",0,1,1,"Never married",0,0,11,922,0,0,0,0.0117899249732047,0.988210075026795,0,0
34,"F",1984-12-01,12,1,"Non-Black / Non-Hispanic",9,16,30400,1,1,"Northeast","Urban",35.107,2,0,2,"About 75%",0,1,0,"Never married",0,122,381,206,17,0,0.168044077134986,0.524793388429752,0.283746556473829,0.0234159779614325,0
35,"M",1983-01-01,13,1,"Non-Black / Non-Hispanic",NA,NA,11000,NA,NA,"Northeast","Urban",59.27,3,0,2.5,NA,0,1,0,"Never married",0,0,2,822,0,0,0,0.00242718446601942,0.997572815533981,0,0
36,"F",1980-08-01,16,0,"Non-Black / Non-Hispanic",16,15,37750,1,2,"Northeast","Urban",52.192,2.5,0,2.5,"Almost all (>90%)",7,0,0,"Never married",1,88,412,154,0,0,0.134556574923547,0.629969418960245,0.235474006116208,0,0
37,"F",1980-11-01,16,1,"Non-Black / Non-Hispanic",11,NA,43333.3333333333,0,2,"Northeast","Urban",82.912,2.5,1,3.5,"About 75%",0,1,1,"Never married",0,4,67,864,0,0,0.00427807486631016,0.0716577540106952,0.924064171122995,0,0
38,"F",1981-09-01,15,1,"Non-Black / Non-Hispanic",11,NA,47500,0,2,"Northeast","Urban",68.753,3,1,3,"About half (50%)",0,1,1,"Never married",0,0,20,869,0,0,0,0.0224971878515186,0.977502812148481,0,0
39,"M",1980-02-01,16,1,"Hispanic",NA,NA,88750,1,2,"Northeast","Urban",45.9,3,1,4,"Almost all (>90%)",2,0,1,"Never married",0,69,37,474,93,0,0.102526002971768,0.0549777117384844,0.704309063893016,0.138187221396731,0
40,"F",1984-05-01,12,0,"Non-Black / Non-Hispanic",12,12,NA,NA,NA,"Northeast","Urban",NA,2,0,NA,"Almost all (>90%)",0,0,0,"Never married",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,"F",1983-01-01,13,1,"Non-Black / Non-Hispanic",12,12,30750,NA,NA,"Northeast","Urban",88.652,4,1,3,"About 75%",1,1,1,"Never married",0,12,45,735,30,0,0.0145985401459854,0.0547445255474453,0.894160583941606,0.0364963503649635,0
42,"M",1983-08-01,13,1,"Non-Black / Non-Hispanic",NA,NA,22500,NA,NA,"Northeast","Urban",44.217,3.5,0,3,"About 75%",1,1,1,"Never married",0,119,2,18,0,0,0.856115107913669,0.0143884892086331,0.129496402877698,0,0
43,"F",1981-10-01,15,0,"Black",NA,NA,NA,0,4,"Northeast","Urban",22.965,3,0,2.5,"About 75%",0,1,1,"Never married",0,49,668,176,0,0,0.0548712206047032,0.748040313549832,0.197088465845465,0,0
44,"M",1981-12-01,15,0,"Hispanic",NA,NA,8750,1,9,"Northeast","Urban",25.325,2.5,0,2,"About half (50%)",2,1,1,"Never married",0,232,488,176,0,0,0.258928571428571,0.544642857142857,0.196428571428571,0,0
45,"F",1984-02-01,12,0,"Black",NA,8,625,0,8,"Northeast","Urban",NA,2,0,3,"Almost none (<10%)",0,0,1,"Never married",1,18,86,659,0,0,0.0235910878112713,0.112712975098296,0.863695937090432,0,0
46,"M",1984-02-01,12,0,"Black",NA,8,0,0,8,"Northeast","Urban",NA,3,0,2.5,"About half (50%)",0,0,0,"Never married",0,100,524,49,0,0,0.148588410104012,0.778603268945022,0.0728083209509658,0,0
47,"F",1982-09-01,14,0,"Black",NA,11,4000,0,6,"Northeast","Urban",46.475,3.5,0,3.5,"About half (50%)",0,1,1,"Never married",0,135,153,556,0,0,0.159952606635071,0.181279620853081,0.658767772511848,0,0
48,"F",1983-07-01,13,1,"Black",NA,11,22000,0,6,"Northeast","Urban",63.769,2.5,0,3,"About half (50%)",1,1,0,"Never married",0,0,1,806,0,0,0,0.00123915737298637,0.998760842627014,0,0
49,"F",1982-12-01,14,0,"Black",NA,12,37500,0,6,"Northeast","Urban",79.413,3.5,0,2.5,"Almost all (>90%)",0,1,1,"Never married",0,0,1,738,0,0,0,0.0013531799729364,0.998646820027064,0,0
50,"F",1983-02-01,13,0,"Black",NA,12,2500,0,5,"Northeast","Urban",NA,2,0,2.5,"About 75%",0,0,0,"Never married",0,0,51,769,0,0,0,0.0621951219512195,0.93780487804878,0,0
51,"M",1980-06-01,16,0,"Black",NA,12,4625,0,5,"Northeast","Urban",51.057,3,0,2.5,"About half (50%)",0,1,1,"Never married",0,2,2,955,0,0,0.00208550573514077,0.00208550573514077,0.995828988529718,0,0
52,"M",1983-12-01,13,0,"Black",NA,12,3750,0,5,"Northeast","Urban",29.824,3,1,2.5,NA,0,1,1,"Never married",0,0,0,777,0,0,0,0,1,0,0
53,"F",1984-04-01,12,0,"Black",12,12,33625,0,3,"Northeast","Urban",47.134,4,0,3.5,"Almost all (>90%)",0,1,1,"Never married",0,0,0,344,0,0,0,0,1,0,0
54,"F",1984-12-01,12,0,"Black",NA,14,NA,0,11,"Northeast","Urban",58.541,1.5,0,2,"About half (50%)",2,1,1,"Never married",0,0,115,615,0,0,0,0.157534246575342,0.842465753424658,0,0
55,"F",1981-02-01,15,0,"Hispanic",12,10,54117.5,1,2,"Northeast","Urban",53.241,4,0,3,"Almost all (>90%)",0,1,1,"Never married",0,9,56,864,0,0,0.00968783638320775,0.0602798708288482,0.930032292787944,0,0
56,"F",1982-02-01,14,1,"Non-Black / Non-Hispanic",16,18,118835,1,5,"Northeast","Urban",96.703,3.5,0,3,"About 75%",0,1,1,"Never married",0,0,122,750,0,0,0,0.139908256880734,0.860091743119266,0,0
57,"M",1982-12-01,14,0,"Black",12,12,0,0,3,"Northeast","Urban",NA,3.5,0,3.5,"About 75%",0,1,1,"Never married",0,0,0,825,0,0,0,0,1,0,0
58,"M",1983-11-01,13,0,"Black",12,12,18250,0,7,"Northeast","Urban",15.235,2,0,3,"About 25%",5,1,1,"Never married",0,0,3,776,0,0,0,0.00385109114249037,0.99614890885751,0,0
59,"F",1981-04-01,15,0,"Black",NA,16,23786.6666666667,0,6,"Northeast","Urban",56.429,3.5,1,3,"Almost all (>90%)",2,1,1,"Never married",0,41,51,824,0,0,0.0447598253275109,0.0556768558951965,0.899563318777293,0,0
60,"M",1984-01-01,12,1,"Non-Black / Non-Hispanic",NA,14,59550,0,5,"Northeast","Urban",1.355,3,0,3.5,"Almost all (>90%)",0,1,1,"Never married",0,12,560,238,0,0,0.0148148148148148,0.691358024691358,0.293827160493827,0,0
61,"F",1983-05-01,13,0,"Black",12,12,43500,0,6,"Northeast","Urban",44.495,2,1,2,"About 75%",0,0,1,"Never married",0,59,241,530,0,0,0.0710843373493976,0.290361445783133,0.63855421686747,0,0
62,"M",1980-03-01,16,1,"Black",14,14,150000,1,1,"Northeast","Urban",73.429,2.5,0,2.5,"Almost all (>90%)",0,1,1,"Never married",0,0,1,981,0,0,0,0.0010183299389002,0.9989816700611,0,0
63,"F",1984-10-01,12,0,"Black",14,14,167500,1,1,"South","Rural",52.921,4,1,3.5,"Almost all (>90%)",0,1,1,"Never married",0,17,104,610,0,0,0.0232558139534884,0.142270861833105,0.834473324213406,0,0
64,"M",1980-03-01,16,0,"Black",12,15,NA,NA,NA,"Northeast","Urban",34.197,3.5,0,3,"About half (50%)",7,0,1,"Never married",0,6,38,928,0,0,0.00617283950617284,0.0390946502057613,0.954732510288066,0,0
65,"M",1984-04-01,12,0,"Black",NA,NA,NA,1,5,"South","Urban",27.471,2.5,0,2.5,"Almost all (>90%)",1,1,0,"Never married",0,61,3,614,0,0,0.0899705014749263,0.00442477876106195,0.905604719764012,0,0
66,"M",1980-10-01,16,1,"Black",12,NA,NA,0,5,"Northeast","Urban",NA,3,1,3,"Almost all (>90%)",0,1,1,"Never married",0,0,102,110,0,0,0,0.481132075471698,0.518867924528302,0,0
67,"M",1980-11-01,16,1,"Black",12,18,120000,0,5,"Northeast","Urban",NA,3.5,1,2.5,"Almost all (>90%)",1,1,1,"Never married",0,42,87,783,52,0,0.0435684647302905,0.0902489626556017,0.812240663900415,0.053941908713693,0
68,"M",1981-01-01,15,0,"Black",12,NA,NA,0,5,"Northeast","Urban",NA,2.5,0,2.5,"Almost all (>90%)",1,1,0,"Never married",0,122,597,204,0,0,0.132177681473456,0.646803900325027,0.221018418201517,0,0
69,"F",1981-07-01,15,1,"Black",12,16,89500,1,4,"Northeast","Urban",81.315,4,1,3,"About 75%",1,1,1,"Never married",0,6,0,904,0,0,0.00659340659340659,0,0.993406593406593,0,0
70,"M",1982-08-01,14,1,"Black",12,16,77500,1,4,"Northeast","Urban",56.708,3,0,3,"About 75%",2,1,0,"Never married",0,0,0,657,0,0,0,0,1,0,0
71,"M",1980-01-01,16,0,"Black",14,14,26015,0,5,"Northeast","Urban",NA,3,1,3.5,"Almost all (>90%)",0,1,1,"Never married",0,0,0,984,0,0,0,0,1,0,0
72,"F",1982-04-01,14,0,"Black",12,11,NA,NA,NA,"Northeast","Urban",NA,3,0,2,"About half (50%)",0,1,1,"Never married",0,0,380,9,471,0,0,0.441860465116279,0.0104651162790698,0.547674418604651,0
73,"M",1984-10-01,12,0,"Black",12,11,36600,NA,NA,"Northeast","Urban",NA,4,0,3.5,"About half (50%)",0,0,1,"Never married",0,0,0,545,0,0,0,0,1,0,0
74,"M",1983-07-01,13,1,"Non-Black / Non-Hispanic",NA,NA,NA,1,0,"Northeast","Urban",NA,3,1,3,"Almost all (>90%)",0,1,1,"Never married",0,48,63,686,0,0,0.0602258469259724,0.0790464240903388,0.860727728983689,0,0
75,"M",1982-01-01,14,0,"Non-Black / Non-Hispanic",8,NA,7500,NA,NA,"Northeast","Urban",7.556,3,0,3,"About 75%",0,1,1,"Never married",0,18,0,773,0,0,0.02275600505689,0,0.97724399494311,0,0
76,"M",1982-01-01,14,0,"Non-Black / Non-Hispanic",8,NA,19000,NA,NA,"Northeast","Urban",34.058,3,0,2,"About 75%",0,1,1,"Never married",0,0,8,865,0,0,0,0.00916380297823597,0.990836197021764,0,0
77,"F",1984-11-01,12,0,"Hispanic",12,12,58180,0,2,"Northeast","Urban",NA,4,0,4,"Almost all (>90%)",0,1,1,"Never married",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"F",1981-07-01,15,0,"Non-Black / Non-Hispanic",NA,NA,5040,0,2,"Northeast","Urban",29.032,3,0,2.5,NA,0,1,1,"Never married",0,106,72,635,0,0,0.130381303813038,0.0885608856088561,0.781057810578106,0,0
79,"M",1983-12-01,13,0,"Hispanic",14,11,266.666666666667,0,2,"Northeast","Urban",10.563,1.5,0,1.5,"About half (50%)",5,1,1,"Never married",0,161,26,543,0,0,0.220547945205479,0.0356164383561644,0.743835616438356,0,0
80,"M",1981-06-01,15,0,"Black",14,12,15000,0,1,"Northeast","Urban",11.014,1.5,0,1.5,NA,2,1,1,"Never married",0,155,743,13,0,0,0.170142700329308,0.815587266739846,0.0142700329308452,0,0
81,"F",1984-01-01,12,0,"Black",12,12,4810,0,4,"Northeast","Urban",2.39,2.5,0,2.5,"About 75%",3,0,0,"Never married",0,458,112,202,0,0,0.593264248704663,0.145077720207254,0.261658031088083,0,0
82,"M",1984-07-01,12,1,"Hispanic",NA,NA,NA,0,4,"Northeast","Urban",69.94,3,0,2.5,"About 75%",0,1,1,"Never married",0,12,115,615,0,0,0.0161725067385445,0.154986522911051,0.828840970350404,0,0
83,"M",1981-09-01,15,0,"Hispanic",12,6,18200,0,4,"Northeast","Urban",8.011,3,1,0,NA,0,1,1,"Never married",0,24,100,790,0,0,0.0262582056892779,0.109409190371991,0.864332603938731,0,0
84,"F",1984-02-01,12,0,"Hispanic",12,6,NA,0,4,"Northeast","Urban",42.129,3,0,3.5,"About half (50%)",0,0,1,"Never married",0,0,218,210,0,344,0,0.282383419689119,0.272020725388601,0,0.44559585492228
85,"M",1984-02-01,12,0,"Non-Black / Non-Hispanic",12,12,17502.5,0,6,"Northeast","Urban",70.113,3.5,0,2.5,"About 75%",0,1,1,"Never married",0,44,8,713,0,0,0.057516339869281,0.0104575163398693,0.93202614379085,0,0
86,"F",1980-10-01,16,0,"Non-Black / Non-Hispanic",12,12,NA,1,8,"Northeast","Urban",13.722,2.5,0,3,"About half (50%)",1,0,0,"Never married",0,48,144,771,0,0,0.0498442367601246,0.149532710280374,0.800623052959502,0,0
87,"M",1984-05-01,12,0,"Hispanic",14,12,26250,1,8,"Northeast","Urban",75.575,3.5,1,2.5,"Almost all (>90%)",0,1,1,"Never married",0,10,0,19,0,0,0.344827586206897,0,0.655172413793103,0,0
88,"M",1981-01-01,15,0,"Non-Black / Non-Hispanic",12,12,NA,NA,NA,"Northeast","Urban",5.929,3,0,2.5,"About 75%",0,1,1,"Never married",0,6,12,929,0,0,0.00633579725448786,0.0126715945089757,0.980992608236536,0,0
89,"M",1981-11-01,15,1,"Non-Black / Non-Hispanic",6,6,58900,NA,NA,"Northeast","Urban",78.892,3.5,0,4,"About 75%",0,1,1,"Never married",0,8,6,873,0,0,0.00901916572717024,0.00676437429537768,0.984216459977452,0,0
90,"M",1981-11-01,15,0,"Hispanic",12,16,37000,1,NA,"Northeast","Urban",NA,3,0,2.5,NA,0,1,1,"Never married",0,0,0,886,0,0,0,0,1,0,0
91,"F",1982-09-01,14,0,"Hispanic",12,16,47500,1,NA,"Northeast","Urban",NA,3.5,0,2.5,NA,0,1,1,"Never married",0,46,2,816,0,0,0.0532407407407407,0.00231481481481481,0.944444444444444,0,0
92,"M",1983-04-01,13,0,"Non-Black / Non-Hispanic",12,10,37600,1,2,"Northeast","Urban",4.355,2,0,2.5,NA,0,1,0,"Never married",0,80,505,14,214,0,0.0984009840098401,0.621156211562116,0.017220172201722,0.263222632226322,0
93,"M",1983-09-01,13,0,"Hispanic",12,8,14500,0,2,"Northeast","Urban",5.351,2,0,2,"About half (50%)",0,1,1,"Never married",0,24,75,315,191,0,0.0396694214876033,0.12396694214876,0.520661157024793,0.315702479338843,0
94,"F",1980-09-01,16,0,"Black",12,10,19553,0,1,"Northeast","Urban",79.941,3.5,1,2.5,"About 25%",2,1,1,"Never married",0,70,39,836,0,0,0.0740740740740741,0.0412698412698413,0.884656084656085,0,0
96,"M",1982-07-01,14,1,"Non-Black / Non-Hispanic",14,12,75500,1,2,"Northeast","Urban",NA,3.5,1,NA,"About 75%",0,1,1,"Never married",0,1,3,77,0,0,0.0123456790123457,0.037037037037037,0.950617283950617,0,0
97,"M",1980-06-01,16,1,"Hispanic",12,12,42300,1,3,"Northeast","Urban",58.177,3,0,2,"About 75%",2,1,1,"Never married",0,0,0,758,0,0,0,0,1,0,0
98,"M",1980-01-01,16,0,"Non-Black / Non-Hispanic",NA,NA,NA,NA,NA,"Northeast","Urban",44.306,3.5,1,3.5,"About 75%",0,1,1,"Never married",0,0,0,0,0,386,0,0,0,0,1
99,"M",1982-06-01,14,0,"Hispanic",NA,8,NA,0,5,"Northeast","Urban",NA,3,0,2.5,"About 75%",0,1,1,"Never married",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,"F",1981-07-01,15,0,"Black",NA,6,NA,0,11,"Northeast","Urban",NA,3,0,2,"About 75%",1,0,1,"Never married",0,60,691,191,0,0,0.0636942675159236,0.733545647558386,0.20276008492569,0,0
102,"F",1982-04-01,14,1,"Hispanic",12,12,65833.3333333333,1,4,"Northeast","Urban",35.316,3,0,3,"Almost all (>90%)",3,1,1,"Never married",0,0,1,877,0,0,0,0.00113895216400911,0.998861047835991,0,0
103,"F",1983-11-01,13,0,"Hispanic",12,12,73433.3333333333,1,4,"Northeast","Urban",66.575,3.5,0,2.5,"Almost all (>90%)",0,1,1,"Never married",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,"F",1980-11-01,16,1,"Non-Black / Non-Hispanic",16,13,91891,1,2,"Northeast","Urban",58.482,3,0,2.5,"Almost all (>90%)",2,1,1,"Never married",0,55,23,860,0,0,0.05863539445629,0.0245202558635394,0.916844349680171,0,0
105,"M",1983-08-01,13,0,"Non-Black / Non-Hispanic",16,13,154537.666666667,1,2,"Northeast","Urban",74.883,3.5,1,3.5,"About 75%",1,1,1,"Never married",0,0,19,704,0,0,0,0.0262793914246196,0.97372060857538,0,0
106,"M",1981-11-01,15,0,"Non-Black / Non-Hispanic",12,16,85150,1,1,"Northeast","Urban",34.516,3,0,2.5,"About 75%",2,0,1,"Never married",0,0,0,108,0,0,0,0,1,0,0
107,"F",1982-08-01,14,1,"Non-Black / Non-Hispanic",19,16,191270.333333333,1,7,"Northeast","Urban",94.837,4,1,4,"Almost all (>90%)",1,1,1,"Never married",0,0,42,800,0,0,0,0.0498812351543943,0.950118764845606,0,0
108,"M",1984-09-01,12,1,"Non-Black / Non-Hispanic",19,16,140905.666666667,1,7,"Northeast","Urban",83.765,4,0,4,"Almost all (>90%)",1,1,1,"Never married",0,0,2,733,1,0,0,0.00271739130434783,0.995923913043478,0.00135869565217391,0
109,"F",1982-03-01,14,1,"Non-Black / Non-Hispanic",12,12,77600,1,2,"Northeast","Urban",90.866,4,1,3.5,"Almost all (>90%)",0,1,1,"Never married",0,0,549,320,0,0,0,0.631760644418872,0.368239355581128,0,0
110,"F",1984-02-01,12,1,"Non-Black / Non-Hispanic",12,12,82000,1,2,"Northeast","Urban",43.864,4,0,3,"Almost all (>90%)",0,1,1,"Never married",0,0,435,337,0,0,0,0.563471502590674,0.436528497409326,0,0
111,"F",1981-01-01,15,1,"Non-Black / Non-Hispanic",NA,NA,42810,0,10,"Northeast","Urban",82.318,4,1,4,"Almost all (>90%)",2,1,1,"Never married",0,52,667,204,0,0,0.0563380281690141,0.722643553629469,0.221018418201517,0,0
112,"F",1984-04-01,12,1,"Non-Black / Non-Hispanic",12,12,127000,NA,NA,"Northeast","Urban",57.727,4,1,3,"Almost all (>90%)",0,1,1,"Never married",0,0,0,795,0,0,0,0,1,0,0
113,"M",1984-04-01,12,0,"Non-Black / Non-Hispanic",12,15,121266.666666667,0,2,"Northeast","Urban",76.838,3,0,3.5,"About half (50%)",4,1,1,"Never married",0,64,42,653,0,0,0.0843214756258235,0.0553359683794466,0.86034255599473,0,0
114,"F",1982-07-01,14,0,"Non-Black / Non-Hispanic",13,12,78108,1,3,"Northeast","Urban",65.345,3,1,2,"Almost all (>90%)",1,1,1,"Never married",0,5,47,798,0,0,0.00588235294117647,0.0552941176470588,0.938823529411765,0,0
115,"F",1984-10-01,12,0,"Hispanic",12,12,14166.6666666667,1,2,"Northeast","Urban",53.132,1.5,0,2.5,"Almost all (>90%)",1,1,1,"Never married",0,0,0,556,0,0,0,0,1,0,0
116,"M",1984-10-01,12,0,"Black",12,12,48883.3333333333,0,1,"Non-interview","Non-interview",NA,2.5,0,2.5,"About half (50%)",3,1,1,"Never married",1,0,0,731,0,0,0,0,1,0,0
117,"M",1984-10-01,12,0,"Black",12,12,31750,0,1,"Non-interview","Non-interview",NA,2,0,2.5,"About half (50%)",0,1,1,"Never married",0,0,0,734,0,0,0,0,1,0,0
118,"M",1980-06-01,16,1,"Non-Black / Non-Hispanic",16,12,98500,1,1,"Northeast","Urban",NA,2.5,0,2.5,"About half (50%)",2,1,1,"Never married",0,0,0,192,0,0,0,0,1,0,0
119,"M",1982-09-01,14,1,"Non-Black / Non-Hispanic",12,15,266139.5,1,1,"Non-interview","Non-interview",33.091,2.5,0,3,"About half (50%)",0,1,1,"Never married",0,0,11,867,0,0,0,0.0125284738041002,0.9874715261959,0,0
121,"M",1981-12-01,15,0,"Non-Black / Non-Hispanic",14,14,120950,1,2,"Northeast","Urban",80.701,2.5,1,3,"About 75%",2,1,1,"Never married",0,19,0,783,0,0,0.0236907730673317,0,0.976309226932668,0,0
122,"M",1984-06-01,12,0,"Non-Black / Non-Hispanic",14,14,103800,1,2,"Northeast","Urban",59.605,3.5,1,2,"Almost all (>90%)",0,1,1,"Never married",0,0,0,674,0,0,0,0,1,0,0
125,"F",1984-05-01,12,1,"Non-Black / Non-Hispanic",18,16,NA,0,1,"Non-interview","Non-interview",67.045,3.5,1,3.5,"Almost all (>90%)",0,1,1,"Never married",0,8,0,670,0,0,0.0117994100294985,0,0.988200589970501,0,0
126,"M",1981-05-01,15,0,"Non-Black / Non-Hispanic",NA,12,63750,NA,NA,"Northeast","Urban",35.303,1.5,0,2,"About 75%",6,0,1,"Never married",0,0,0,918,0,0,0,0,1,0,0
127,"F",1982-03-01,14,1,"Non-Black / Non-Hispanic",16,16,150900,NA,NA,"Northeast","Urban",58.706,3.5,1,3,"About 75%",1,1,1,"Never married",0,19,60,799,0,0,0.0216400911161731,0.0683371298405467,0.91002277904328,0,0
128,"F",1982-08-01,14,1,"Non-Black / Non-Hispanic",18,16,116083.333333333,0,1,"Northeast","Urban",71.624,4,0,3.5,"About 75%",1,1,1,"Never married",0,30,233,594,0,0,0.0350058343057176,0.271878646441074,0.693115519253209,0,0
129,"F",1980-08-01,16,1,"Non-Black / Non-Hispanic",17,NA,120600,NA,NA,"Northeast","Urban",61.979,3,0,4,"About half (50%)",0,1,1,"Never married",0,19,0,654,0,0,0.0282317979197623,0,0.971768202080238,0,0
130,"F",1981-07-01,15,0,"Non-Black / Non-Hispanic",17,NA,NA,NA,NA,"Northeast","Urban",39.653,4,1,2.5,"About 75%",2,1,1,"Never married",0,6,49,783,0,0,0.0071599045346062,0.058472553699284,0.93436754176611,0,0
